al_geo_id	al_vote_id	countyfp10	vap	statefp10	vtdst10	ctyvtd	geo_old	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	name	pop100	al_agg	fraction	v24	precinct	tot08	usp_d_08	usp_r_08	usp_tot	uss_d_08	uss_r_08	uss_tot	ush_d_08_1	ush_r_08_1	ush_tot__1_	tot06	ush_d_06_1	ush_r_06_1	gov_d_06	gov_r_06	ltgov_d_06	ltgov_r_06	ag_d_06	ag_r_06	sos_d_06	sos_r_06	treas_d_06	treas_r_06	audit_d_06	audit_r_06	ush_d_08	ush_d_06	ush_r_08	ush_r_06	p_08	s_08	h_08	g_06	a_06	h_06	l_06	y_06	t_06	d_06	av	ndv	nrv
39	"50"	3	1844	1	"260"	"3 260"	"10030260"	"010030260"	"A"	"Elsanor Community Center"	"Elsanor Community Center"	0	"G5240"	"N"	118815491	655354	30.543789	-87.567024	"Elsanor Community Center"	2406	"1844"	"1"	"NA"	"ELSANOR COMMUNITY CENTER"		104.0	703.0	818.0	93.0	709.0	802.0	0.0	725.0	733.0	467.0	80.0	387.0	94.0	369.0	145.0	317.0	170.0	296.0	111.0	336.0	91.0	356.0	96.0	342.0	0.0	80.0	725.0	387.0	0.12887236	0.1159601	0.0	0.20302376	0.36480686	0.17130621	0.31385282	0.24832214	0.20357941	0.21917808	0.21876687	176.54486	630.45514
40	"84"	3	5149	1	"250"	"3 250"	"10030250"	"010030250"	"A"	"Robertsdale City Hall"	"Robertsdale City Hall"	0	"G5240"	"N"	51595634	227034	30.56573	-87.69627	"Robertsdale City Hall"	7090	"5149"	"1"	"NA"	"ROBERTSDALE CITY HALL 1, 2"		483.0	1954.0	2454.0	411.0	2007.0	2420.0	0.0	2115.0	2140.0	1312.0	226.0	1076.0	281.0	1021.0	388.0	909.0	447.0	854.0	302.0	947.0	262.0	995.0	296.0	927.0	0.0	226.0	2115.0	1076.0	0.1981945	0.16997519	0.0	0.21582182	0.34358186	0.17357911	0.2991519	0.24179344	0.20843278	0.2420278	0.23250648	566.6183	1870.3817
41	"32"	3	1390	1	"230"	"3 230"	"10030230"	"010030230"	"A"	"Belforest Community Center"	"Belforest Community Center"	0	"G5240"	"N"	41554686	79919	30.572662	-87.82447	"Belforest Community Center"	1949	"1390"	"1"	"NA"	"BELFOREST COMMUNITY CENTER"		132.0	737.0	878.0	94.0	768.0	862.0	0.0	779.0	782.0	415.0	50.0	362.0	74.0	337.0	98.0	313.0	128.0	282.0	71.0	324.0	59.0	340.0	60.0	326.0	0.0	50.0	779.0	362.0	0.15189873	0.109048724	0.0	0.18004866	0.31219512	0.12135922	0.23844282	0.17974684	0.14786968	0.15544042	0.17733891	154.10751	714.89246
42	"69"	3	1331	1	"80"	"3 80"	"10030080"	"010030080"	"A"	"Loxley Ellisville Community Center"	"Loxley Ellisville Community Center"	0	"G5240"	"N"	24372946	69390	30.60359	-87.799614	"Loxley Ellisville Community Center"	1573	"1331"	"1"	"NA"	"LOXLEY TOWN HALL"		155.0	828.0	994.0	142.0	841.0	985.0	0.0	869.0	880.0	573.0	83.0	482.0	94.0	475.0	147.0	421.0	176.0	394.0	104.0	440.0	92.0	463.0	110.0	432.0	0.0	83.0	869.0	482.0	0.15768057	0.14445575	0.0	0.16520211	0.30877194	0.14690265	0.25880283	0.19117647	0.16576576	0.20295203	0.19352335	190.23344	792.76654
43	"73"	3	3344	1	"300"	"3 300"	"10030300"	"010030300"	"A"	"Marlow Volunteer Fire Department"	"Marlow Volunteer Fire Department"	0	"G5240"	"N"	69071312	483732	30.486153	-87.77339	"Marlow Volunteer Fire Department"	4375	"3344"	"1"	"NA"	"MARLOW VOLUNTEER FIRE"		398.0	1301.0	1718.0	308.0	1381.0	1689.0	0.0	1414.0	1439.0	952.0	159.0	783.0	187.0	752.0	257.0	683.0	372.0	570.0	213.0	699.0	183.0	732.0	204.0	686.0	0.0	159.0	1414.0	783.0	0.23425545	0.18235642	0.0	0.19914803	0.39490446	0.1687898	0.27340424	0.23355263	0.2	0.22921348	0.2350694	399.3829	1299.6171
44	"51"	3	16717	1	"042A"	"3 042A"	"01003042A"	"01003042A"	"A"	"Fairhope Civic Center"	"Fairhope Civic Center"	0	"G5240"	"N"	97797325	56603522	30.508255	-87.89137	"Fairhope Civic Center"	21907	"16717"	"1"	"NA"	"FAIRHOPE CIVIC CENTER 1, 2, 3, 4, 5 "		2821.0	8419.0	11335.0	2250.0	8938.0	11210.0	0.0	9303.0	9429.0	6582.0	1407.0	5108.0	1390.0	5127.0	1766.0	4703.0	2680.0	3817.0	1553.0	4776.0	1333.0	4987.0	1554.0	4633.0	0.0	1407.0	9303.0	5108.0	0.25097865	0.20110834	0.0	0.21328832	0.4124981	0.21596316	0.27299428	0.24537842	0.21091773	0.2511718	0.25269985	2840.3464	8399.653
45	"88"	3	3404	1	"240"	"3 240"	"10030240"	"010030240"	"A"	"Silverhill Town Hall"	"Silverhill Town Hall"	0	"G5240"	"N"	33348756	213872	30.56376	-87.74656	"Silverhill Town Hall"	4561	"3404"	"1"	"NA"	"SILVERHILL TOWN HALL"		319.0	1516.0	1855.0	276.0	1544.0	1827.0	0.0	1621.0	1638.0	964.0	156.0	797.0	199.0	754.0	257.0	695.0	343.0	613.0	190.0	734.0	161.0	753.0	179.0	718.0	0.0	156.0	1621.0	797.0	0.17384197	0.15164836	0.0	0.20881428	0.3587866	0.16369359	0.269958	0.20562771	0.1761488	0.19955407	0.21200815	389.03494	1445.9651
46	"92"	3	3039	1	"310"	"3 310"	"10030310"	"010030310"	"A"	"Summerdale Community Center"	"Summerdale Community Center"	0	"G5240"	"N"	121221442	661103	30.4897	-87.67673	"Summerdale Community Center"	4044	"3039"	"1"	"NA"	"SUMMERDALE COMMUNITY CENTER"		239.0	1243.0	1495.0	200.0	1278.0	1478.0	0.0	1304.0	1322.0	793.0	118.0	667.0	163.0	622.0	208.0	574.0	276.0	507.0	170.0	587.0	134.0	627.0	147.0	589.0	0.0	118.0	1304.0	667.0	0.16126856	0.135318	0.0	0.20764332	0.35249043	0.15031847	0.26598465	0.22457068	0.1760841	0.19972827	0.20815627	308.4876	1173.5125
47	"66"	3	4322	1	"280"	"3 280"	"10030280"	"010030280"	"A"	"Lillian Community Club"	"Lillian Community Club"	0	"G5240"	"N"	142931129	30220817	30.435852	-87.47247	"Lillian Community Club"	4959	"4322"	"1"	"NA"	"LILLIAN COMM 1, 2"		743.0	2136.0	2927.0	616.0	2262.0	2881.0	0.0	2327.0	2364.0	2100.0	550.0	1520.0	487.0	1589.0	638.0	1436.0	783.0	1293.0	631.0	1392.0	564.0	1455.0	635.0	1351.0	0.0	550.0	2327.0	1520.0	0.2580757	0.21403752	0.0	0.23458575	0.37716764	0.2657005	0.30761814	0.311913	0.2793462	0.31973818	0.28535363	821.5331	2057.467
48	"78"	3	754	1	"290"	"3 290"	"10030290"	"010030290"	"A"	"Perdido Beach Fire House"	"Perdido Beach Fire House"	0	"G5240"	"N"	19718912	2508724	30.379366	-87.522125	"Perdido Beach Fire House"	903	"754"	"1"	"NA"	"PERDIDO BCH FIRE HSE"		124.0	423.0	551.0	107.0	437.0	544.0	0.0	454.0	463.0	315.0	75.0	235.0	70.0	243.0	83.0	227.0	114.0	198.0	81.0	215.0	67.0	228.0	75.0	214.0	0.0	75.0	454.0	235.0	0.22669104	0.19669117	0.0	0.22364217	0.3653846	0.24193548	0.26774195	0.27364865	0.22711864	0.25951558	0.25359657	138.71733	408.28265
49	"49"	3	3828	1	"320"	"3 320"	"10030320"	"010030320"	"A"	"Elberta Civic Center"	"Elberta Civic Center"	0	"G5240"	"N"	115812013	519638	30.427977	-87.59376	"Elberta Civic Center"	4959	"3828"	"1"	"NA"	"ELBERTA CIVIC CENTER"		275.0	1141.0	1444.0	255.0	1165.0	1423.0	0.0	1242.0	1256.0	792.0	140.0	645.0	183.0	595.0	262.0	524.0	298.0	483.0	194.0	555.0	164.0	587.0	178.0	556.0	0.0	140.0	1242.0	645.0	0.19420904	0.17957747	0.0	0.23521851	0.3815621	0.17834395	0.33333334	0.259012	0.2183755	0.24250682	0.2469043	349.6165	1066.3835
50	"65"	3	515	1	"340"	"3 340"	"10030340"	"010030340"	"A"	"Josephine Fire House"	"Josephine Fire House"	0	"G5240"	"N"	42324220	11907002	30.340294	-87.54655	"Josephine Fire House"	617	"515"	"1"	"NA"	"JOSEPHINE FIRE HOUSE"		87.0	377.0	469.0	72.0	391.0	467.0	0.0	408.0	411.0	276.0	56.0	220.0	62.0	213.0	83.0	191.0	91.0	183.0	66.0	199.0	61.0	202.0	71.0	188.0	0.0	56.0	408.0	220.0	0.1875	0.15550756	0.0	0.22545454	0.33211678	0.20289855	0.30291972	0.24905661	0.23193917	0.27413127	0.24016936	111.43858	352.56143
51	"71"	3	5455	1	"360"	"3 360"	"10030360"	"010030360"	"A"	"Magnolia Springs Wesleyan Church"	"Magnolia Springs Wesleyan Church"	0	"G5240"	"N"	91763835	42886015	30.40215	-87.81644	"Magnolia Springs Wesleyan Church"	7140	"5455"	"1"	"NA"	"MAGNOLIA SPRINGS WESLEYAN 1, 2"		729.0	1747.0	2491.0	637.0	1820.0	2459.0	0.0	1979.0	2006.0	1455.0	292.0	1150.0	333.0	1101.0	436.0	1002.0	541.0	902.0	363.0	1049.0	307.0	1103.0	359.0	1024.0	0.0	292.0	1979.0	1150.0	0.2944265	0.25925925	0.0	0.23221758	0.37491336	0.20249653	0.30319887	0.25708216	0.21773049	0.2595806	0.26676726	660.51575	1815.4843
52	"57"	3	10974	1	"380"	"3 380"	"10030380"	"010030380"	"A"	"Foley Civic Center"	"Foley Civic Center"	0	"G5240"	"N"	72523286	190467	30.400837	-87.67968	"Foley Civic Center"	14196	"10974"	"1"	"NA"	"FOLEY CIVIC CENTER 1, 2, 3"		1356.0	2892.0	4276.0	1173.0	3018.0	4197.0	0.0	3315.0	3363.0	2489.0	559.0	1900.0	626.0	1841.0	799.0	1653.0	971.0	1490.0	669.0	1713.0	603.0	1793.0	688.0	1660.0	0.0	559.0	3315.0	1900.0	0.31920904	0.27988547	0.0	0.2537495	0.39455506	0.22732818	0.32585645	0.28085643	0.25166944	0.29301533	0.29179165	1239.531	3008.469
53	"74"	3	2635	1	"330"	"3 330"	"10030330"	"010030330"	"A"	"Miflin Community Center"	"Miflin Community Center"	0	"G5240"	"N"	41398279	9005495	30.3241	-87.61504	"Miflin Community Center"	3141	"2635"	"1"	"NA"	"MIFLIN COMMUNITY CENTER"		318.0	1370.0	1700.0	251.0	1427.0	1682.0	0.0	1492.0	1502.0	1108.0	199.0	899.0	220.0	879.0	304.0	794.0	379.0	718.0	242.0	824.0	226.0	835.0	242.0	807.0	0.0	199.0	1492.0	899.0	0.18838863	0.14958283	0.0	0.20018199	0.34548768	0.18123862	0.27686703	0.22701688	0.2130066	0.2306959	0.22360735	377.44922	1310.5508
54	"75"	3	4751	1	"410"	"3 410"	"10030410"	"010030410"	"A"	"Orange Beach Community Center"	"Orange Beach Community Center"	0	"G5240"	"N"	42534762	103378043	30.256824	-87.632935	"Orange Beach Community Center"	5806	"4751"	"1"	"NA"	"ORANGE BEACH COMMUNITY CENTER 1, 2, 3"		619.0	3093.0	3744.0	465.0	3220.0	3694.0	0.0	3309.0	3339.0	2244.0	373.0	1842.0	440.0	1779.0	529.0	1690.0	801.0	1415.0	449.0	1714.0	375.0	1781.0	451.0	1662.0	0.0	373.0	3309.0	1842.0	0.16675647	0.12618725	0.0	0.19828752	0.3614621	0.16839729	0.23839568	0.20758206	0.17393321	0.21344061	0.20604913	764.8544	2947.1458
55	"62"	3	10004	1	"390"	"3 390"	"10030390"	"010030390"	"A"	"Gulf Shores Adult Activity Center"	"Gulf Shores Adult Activity Center"	0	"G5240"	"N"	84100891	133287040	30.252527	-87.7373	"Gulf Shores Adult Activity Center"	12337	"10004"	"1"	"NA"	"GULF SHORES ACTIVITY 1, 2, 3"		968.0	3471.0	4491.0	790.0	3637.0	4440.0	0.0	3835.0	3878.0	2593.0	489.0	2083.0	555.0	2006.0	694.0	1859.0	889.0	1675.0	581.0	1936.0	497.0	2009.0	602.0	1854.0	0.0	489.0	3835.0	2083.0	0.21806714	0.17845042	0.0	0.21671222	0.34672385	0.19012442	0.27183706	0.23083036	0.19832402	0.24511401	0.23290928	1033.8843	3405.1157
56	"29"	3	2723	1	"440"	"3 440"	"10030440"	"010030440"	"A"	"Barnwell Community Center"	"Barnwell Community Center"	0	"G5240"	"N"	57146571	110202047	30.416286	-87.9082	"Barnwell Community Center"	3511	"2723"	"1"	"NA"	"BARNWELL COMMUNITY CENTER"		261.0	1367.0	1646.0	221.0	1404.0	1629.0	0.0	1450.0	1470.0	1019.0	175.0	831.0	205.0	803.0	285.0	721.0	426.0	584.0	222.0	750.0	190.0	787.0	216.0	725.0	0.0	175.0	1450.0	831.0	0.1603194	0.136	0.0	0.20337301	0.42178217	0.17395626	0.2833002	0.22839506	0.19447288	0.22954305	0.22568245	367.41104	1260.589
57	"33"	3	2183	1	"370"	"3 370"	"10030370"	"010030370"	"A"	"Bon Secour Morgan's Chapel"	"Bon Secour Morgan's Chapel"	0	"G5240"	"N"	56273329	178556936	30.3586	-87.83147	"Bon Secour Morgan's Chapel"	2833	"2183"	"1"	"NA"	"BON SECOUR MORGANS CHAPEL"		205.0	804.0	1023.0	186.0	821.0	1007.0	0.0	863.0	871.0	595.0	123.0	465.0	134.0	453.0	175.0	414.0	217.0	372.0	159.0	411.0	130.0	443.0	156.0	404.0	0.0	123.0	863.0	465.0	0.20317146	0.18470705	0.0	0.22827938	0.36842105	0.20918368	0.29711375	0.27894735	0.2268761	0.27857143	0.25280792	255.08319	753.9168
58	"60"	3	485	1	"400"	"3 400"	"10030400"	"010030400"	"A"	"Fort Morgan VFD Station #2"	"Fort Morgan VFD Station #2"	0	"G5240"	"N"	34739441	212077666	30.230207	-87.96628	"Fort Morgan VFD Station #2"	542	"485"	"1"	"NA"	"FORT MORGAN VFD STATION 2"		89.0	295.0	389.0	67.0	318.0	385.0	0.0	328.0	330.0	394.0	85.0	306.0	99.0	290.0	126.0	261.0	169.0	218.0	94.0	284.0	98.0	274.0	104.0	263.0	0.0	85.0	328.0	306.0	0.23177083	0.17402597	0.0	0.25449872	0.4366925	0.2173913	0.3255814	0.24867725	0.26344085	0.28337875	0.2706064	103.91286	280.08716
59	"38"	3	13776	1	"490"	"3 490"	"10030490"	"010030490"	"A"	"Daphne Civic Center"	"Daphne Civic Center"	0	"G5240"	"N"	53078663	93311812	30.589039	-87.91447	"Daphne Civic Center"	18034	"13776"	"1"	"NA"	"DAPHNE CIVIC CENTER 1, DAPHNE CIVIC CENTER 2, DAPHNE CIVIC CENTER 3, DAPHNE CIVIC CENTER 4, DAPHNE CIVIC CENTER 5"		2699.0	5532.0	8298.0	2313.0	5875.0	8201.0	0.0	6278.0	6402.0	4491.0	1256.0	3178.0	1281.0	3169.0	1557.0	2872.0	2097.0	2345.0	1372.0	2972.0	1248.0	3087.0	1343.0	2894.0	0.0	1256.0	6278.0	3178.0	0.3279067	0.28248656	0.0	0.28786516	0.47208464	0.28326568	0.35154662	0.31583795	0.28788927	0.31696954	0.32509467	2675.8542	5555.1455
60	"89"	3	2341	1	"460"	"3 460"	"10030460"	"010030460"	"A"	"Spanish Fort Fire Department"	"Spanish Fort Fire Department"	0	"G5240"	"N"	11544925	4413002	30.667435	-87.9062	"Spanish Fort Fire Department"	3074	"2341"	"1"	"NA"	"SPANISH FORT FIRE DEPARTMENT"		252.0	1432.0	1695.0	216.0	1462.0	1682.0	0.0	1499.0	1515.0	1016.0	159.0	841.0	140.0	860.0	198.0	791.0	379.0	619.0	197.0	768.0	156.0	811.0	185.0	756.0	0.0	159.0	1499.0	841.0	0.1496437	0.12872468	0.0	0.14	0.37975952	0.159	0.20020223	0.20414507	0.16132368	0.19659936	0.19104426	321.7185	1362.2815
61	"46"	3	4349	1	"450"	"3 450"	"10030450"	"010030450"	"A"	"Spanish Fort Eastpointe Baptist Church"	"Spanish Fort Eastpointe Baptist Church"	0	"G5240"	"N"	61540271	24386160	30.722637	-87.916855	"Spanish Fort Eastpointe Baptist Church"	5991	"4349"	"1"	"NA"	"EAST POINTE BAPTIST CHURCH 1, EAST POINTE BAPTIST CHURCH 2, EAST POINTE BAPTIST CHURCH 3"		851.0	4188.0	5104.0	669.0	4372.0	5050.0	0.0	4482.0	4531.0	2336.0	435.0	1879.0	456.0	1850.0	597.0	1708.0	853.0	1460.0	502.0	1752.0	437.0	1813.0	493.0	1701.0	0.0	435.0	4482.0	1879.0	0.16888271	0.13271177	0.0	0.19774501	0.36878514	0.18798617	0.25900218	0.22271517	0.19422223	0.22470374	0.21741712	1095.5648	3943.435
62	"43"	3	3880	1	"480"	"3 480"	"10030480"	"010030480"	"A"	"Daphne High School"	"Daphne High School"	0	"G5240"	"N"	8040197	156716	30.639553	-87.8845	"Daphne High School"	5051	"3880"	"1"	"NA"	"DAPHNE HIGH SCHOOL 1, DAPHNE HIGH SCHOOL 2"		608.0	1770.0	2405.0	469.0	1902.0	2376.0	0.0	2022.0	2057.0	1356.0	273.0	1061.0	294.0	1042.0	377.0	957.0	577.0	765.0	322.0	991.0	279.0	1029.0	321.0	968.0	0.0	273.0	2022.0	1061.0	0.25567704	0.19780684	0.0	0.22005989	0.4299553	0.20464768	0.2826087	0.24523991	0.21330275	0.24903026	0.2553698	607.2694	1770.7306
63	"97"	5	925	1	"10"	"5 10"	"10050010"	"010050010"	"A"	"Baker Hill Town Hall"	"Baker Hill Town Hall"	0	"G5240"	"N"	230250298	322519	31.834866	-85.32565	"Baker Hill Town Hall"	1198	"925"	"1"	"NA"	"BAKERHILL TOWN HALL"	617.0	295.0	316.0	615.0	287.0	298.0	585.0	366.0	230.0	596.0		147.0	172.0	204.0	122.0	213.0	111.0	181.0	134.0	191.0	120.0	166.0	146.0	188.0	119.0	366.0	147.0	230.0	172.0	0.48281506	0.4905983	0.61409396	0.6257669	0.5746032	0.46081504	0.6574074	0.6141479	0.53205127	0.6123778	0.5664677	346.11176	264.88824
64	"99"	5	740	1	"100"	"5 100"	"10050100"	"010050100"	"A"	"Blue Springs City Hall"	"Blue Springs City Hall"	0	"G5240"	"N"	198168382	28114	31.68938	-85.47373	"Blue Springs City Hall"	901	"740"	"1"	"NA"	"BLUE SPRINGS CITY HALL"	381.0	94.0	277.0	379.0	95.0	267.0	362.0	195.0	177.0	372.0		64.0	168.0	109.0	125.0	132.0	103.0	73.0	156.0	98.0	123.0	71.0	152.0	91.0	106.0	195.0	64.0	177.0	168.0	0.25336927	0.26243094	0.5241935	0.46581197	0.3187773	0.27586207	0.56170213	0.44343892	0.31838566	0.46192893	0.38859007	144.16692	226.83308
65	"103"	5	576	1	"70"	"5 70"	"10050070"	"010050070"	"A"	"Cowikee Volunteer Fire Department"	"Cowikee Volunteer Fire Department"	0	"G5240"	"N"	98882645	4576165	32.043922	-85.1486	"Cowikee Volunteer Fire Department"	762	"576"	"1"	"NA"	"COWIKEE VOLUNTEER FIRE"	275.0	197.0	77.0	275.0	198.0	69.0	267.0	211.0	59.0	270.0		38.0	30.0	48.0	25.0	49.0	19.0	43.0	22.0	40.0	22.0	39.0	23.0	40.0	20.0	211.0	38.0	59.0	30.0	0.7189781	0.74157304	0.7814815	0.65753424	0.6615385	0.5588235	0.7205882	0.6451613	0.62903225	0.6666667	0.6781377	185.80974	88.19026
66	"104"	5	560	1	"20"	"5 20"	"10050020"	"010050020"	"A"	"Sutton's Restaurant/Elamville Volunteer Fire Department"	"Sutton's Restaurant/Elamville Volunteer Fire Department"	0	"G5240"	"N"	160825565	287192	31.688091	-85.65503	"Sutton's Restaurant/Elamville Volunteer Fire Department"	686	"560"	"1"	"NA"	"ELAMVILLE VOLUNTEER FIRE, SUTTONS RESTAURANT"	244.0	95.0	147.0	242.0	93.0	143.0	236.0	135.0	103.0	238.0	0.0	65.0	93.0	93.0	63.0	103.0	54.0	76.0	82.0	81.0	69.0	69.0	87.0	81.0	62.0	135.0	65.0	103.0	93.0	0.39256197	0.3940678	0.5672269	0.59615386	0.48101267	0.4113924	0.656051	0.54	0.44230768	0.56643355	0.5047208	122.142426	119.857574
67	"109"	5	2565	1	"90"	"5 90"	"10050090"	"010050090"	"A"	"Louisville City Hall"	"Louisville City Hall"	0	"G5240"	"N"	185311302	230539	31.827103	-85.4802	"Louisville City Hall"	2781	"2565"	"1"	"NA"	"LOUISVILLE CITY HALL"	723.0	377.0	339.0	721.0	342.0	339.0	681.0	506.0	190.0	696.0		160.0	184.0	211.0	137.0	244.0	102.0	176.0	166.0	169.0	156.0	154.0	180.0	193.0	113.0	506.0	160.0	190.0	184.0	0.5265363	0.50220263	0.7270115	0.6063218	0.5146199	0.4651163	0.70520234	0.52	0.46107784	0.63071895	0.5658808	405.17062	310.82938
68	"102"	5	2914	1	"30"	"5 30"	"10050030"	"010050030"	"A"	"Clio City Hall"	"Clio City Hall"	0	"G5240"	"N"	161980528	517126	31.764812	-85.58835	"Clio City Hall"	3451	"2914"	"1"	"NA"	"CLIO CITY HALL"	597.0	286.0	305.0	592.0	261.0	298.0	559.0	378.0	202.0	580.0		141.0	192.0	196.0	143.0	238.0	97.0	163.0	172.0	186.0	132.0	152.0	173.0	193.0	102.0	378.0	141.0	202.0	192.0	0.48392555	0.46690518	0.65172416	0.5781711	0.48656717	0.4234234	0.7104478	0.5849057	0.46769232	0.6542373	0.55079997	325.52277	265.47723
69	"108"	5	513	1	"80"	"5 80"	"10050080"	"010050080"	"A"	"Green's Cross Roads/ Mt. Andrew Community Ctr."	"Green's Cross Roads/ Mt. Andrew Community Ctr."	0	"G5240"	"N"	292241770	265574	31.911657	-85.557755	"Green's Cross Roads/ Mt. Andrew Community Ctr."	671	"513"	"1"	"NA"	"GREENS CROSS ROADS"	367.0	235.0	127.0	363.0	220.0	125.0	345.0	289.0	70.0	359.0	0.0	137.0	59.0	161.0	44.0	172.0	32.0	142.0	54.0	145.0	46.0	139.0	56.0	152.0	32.0	289.0	137.0	70.0	59.0	0.6491713	0.6376812	0.80501395	0.7853659	0.7244898	0.6989796	0.84313726	0.7591623	0.71282053	0.82608694	0.7441909	269.3971	92.602905
70	"116"	5	1289	1	"40"	"5 40"	"10050040"	"010050040"	"A"	"White Oak Methodist Church"	"White Oak Methodist Church"	0	"G5240"	"N"	139284458	2584141	31.750116	-85.249626	"White Oak Methodist Church"	1647	"1289"	"1"	"NA"	"WHITE OAK METHODIST CHURCH"	518.0	198.0	316.0	516.0	191.0	307.0	498.0	256.0	245.0	501.0		85.0	123.0	90.0	120.0	113.0	97.0	84.0	119.0	101.0	101.0	88.0	115.0	104.0	93.0	256.0	85.0	245.0	123.0	0.385214	0.38353413	0.51097804	0.42857143	0.41379312	0.40865386	0.53809524	0.5	0.43349755	0.52791876	0.4530256	232.85516	281.14484
71	"98"	5	9726	1	"50"	"5 50"	"10050050"	"010050050"	"A"	"Bevill Center/Chatthoochee Cts Com Ctr/Eufaula Com Ctr/Eufaula WB/Fellowship BC/Sanford AG"	"Bevill Center/Chatthoochee Cts Com Ctr/Eufaula Com Ctr/Eufaula WB/Fellowship BC/Sanford AG"	0	"G5240"	"N"	154957972	41114081	31.906492	-85.15013	"Bevill Center/Chatthoochee Cts Com Ctr/Eufaula Com Ctr/Eufaula WB/Fellowship BC/Sanford AG"	13160	"9726"	"1"	"NA"	"BEVILL CENTER, CHATTS CTS COMMUNITY CENTER, EFAULA COMMUNITY CENTER, EFAULA WATER BOARD, FELLOWSHIP BAPTIST CHURCH, SANFORD AVE GYM"	5767.0	2645.0	3074.0	5746.0	2563.0	3030.0	5593.0	3124.0	2508.0	5632.0	0.0	1136.0	1470.0	1281.0	1360.0	1476.0	1143.0	1251.0	1327.0	1287.0	1250.0	1180.0	1355.0	1275.0	1190.0	3124.0	1136.0	2508.0	1470.0	0.46249345	0.4582514	0.5546875	0.48504356	0.4852599	0.4359171	0.5635739	0.5072921	0.46548325	0.51724136	0.49352434	2822.4658	2896.5342
72	"101"	5	1280	1	"60"	"5 60"	"10050060"	"010050060"	"A"	"Clayton Courthouse"	"Clayton Courthouse"	0	"G5240"	"N"	355784373	717107	31.938717	-85.34678	"Clayton Courthouse"	1752	"1280"	"1"	"NA"	"CLAYTON COURTHOUSE"	876.0	591.0	278.0	874.0	542.0	294.0	836.0	650.0	198.0	848.0		326.0	257.0	406.0	202.0	432.0	157.0	361.0	224.0	358.0	218.0	329.0	249.0	381.0	168.0	650.0	326.0	198.0	257.0	0.68009204	0.6483254	0.7665094	0.6677632	0.61709404	0.5591767	0.73344654	0.6215278	0.56920415	0.6939891	0.65571284	569.81445	299.18555
73	"113"	5	354	1	"1100"	"5 1100"	"10051100"	"010051100"	"A"	"Springhill Volunteer Fire Department"	"Springhill Volunteer Fire Department"	0	"G5240"	"N"	314131675	222158	32.047176	-85.31281	"Springhill Volunteer Fire Department"	448	"354"	"1"	"NA"	"SPRINGHILL VOLUNTEER FIRE"	290.0	208.0	81.0	289.0	196.0	80.0	276.0	208.0	68.0	276.0		146.0	65.0	159.0	60.0	168.0	47.0	153.0	56.0	149.0	56.0	148.0	58.0	147.0	54.0	208.0	146.0	68.0	65.0	0.71972317	0.71014494	0.7536232	0.72602737	0.7320574	0.6919431	0.7813954	0.7268293	0.7184466	0.73134327	0.7291534	210.72533	78.27467
74	"124"	7	2436	1	"1"	"7 1"	"10071"	"010071"	"A"	"Green Pond Fire Dept.-1"	"Green Pond Fire Dept.-1"	0	"G5240"	"N"	90253889	646740	33.208267	-87.07827	"Green Pond Fire Dept.-1"	3370	"2937"	"0.829417773"	"NA"	"GREENPOND FIRE DEPARTMENT"	1216.7559	128.55975	1072.4371	1215.9265	151.78345	1050.0428	1202.6558	0.0	1092.3433	1117.2257		0.0	608.79266	235.55464	461.15628	325.13177	396.4617	230.57814	481.89172	209.01328	492.67416	179.15424	520.0449	219.79572	460.32687	0.0	0.0	1092.3433	608.79266	0.1070442	0.126294	0.0	0.33809525	0.32363212	0.0	0.45057473	0.29787233	0.25622776	0.32317072	0.2778639	333.71368	867.28326
75	"118"	7	402	1	"10"	"7 10"	"100710"	"0100710"	"A"	"Alternative School-10"	"Alternative School-10"	0	"G5240"	"N"	78891019	237250	33.114746	-87.06893	"Alternative School-10"	518	"3297"	"0.121929026"	"NA"	"ALTERNATIVE SCHOOL"	204.35304	57.916286	141.68153	202.64604	59.501366	142.29117	201.79254	0.0	149.60692	151.92357		0.0	81.9363	61.696087	58.282074	75.717926	45.23567	56.940857	63.037308	59.745224	58.038216	53.161057	62.79345	64.13467	50.23476	0.0	0.0	149.60692	81.9363	0.29016495	0.29486406	0.0	0.5142276	0.4745935	0.0	0.6260081	0.5072464	0.45846477	0.5607676	0.46579212	92.97109	106.626724
76	"118"	7	2137	1	"11"	"7 11"	"100711"	"0100711"	"A"	"Alternative School-11"	"Alternative School-11"	0	"G5240"	"N"	94598336	348991	33.123585	-87.16088	"Alternative School-11"	2900	"3297"	"0.648164998"	"NA"	"ALTERNATIVE SCHOOL"	1086.3246	307.8784	753.1677	1077.2502	316.3045	756.40857	1072.713	0.0	795.29846	807.6136		0.0	435.56686	327.9715	309.82288	402.51047	240.46921	302.69305	335.10132	317.60086	308.52655	282.59995	333.80496	340.93478	267.04398	0.0	0.0	795.29846	435.56686	0.29016495	0.29486406	0.0	0.5142276	0.4745935	0.0	0.6260081	0.5072464	0.45846477	0.5607676	0.46579212	494.2269	566.8192
